Brand,State,Country,Longitude,Latitude
Starbucks,AK,US,-149.78,61.21
Starbucks,AK,US,-149.84,61.14
Starbucks,AK,US,-149.85,61.11
Starbucks,AK,US,-149.89,61.13
Starbucks,AK,US,-149.86,61.14
Starbucks,AK,US,-149.87,61.19
Starbucks,AK,US,-149.82,61.22
Starbucks,AK,US,-149.98,61.18
Starbucks,AK,US,-149.88,61.18
Starbucks,AK,US,-149.74,61.21
Starbucks,AK,US,-149.74,61.2
Starbucks,AK,US,-149.84,61.14
Starbucks,AK,US,-149.74,61.23
Starbucks,AK,US,-149.92,61.14
Starbucks,AK,US,-149.84,61.18
Starbucks,AK,US,-149.75,61.23
Starbucks,AK,US,-149.96,61.14
Starbucks,AK,US,-149.88,61.13
Starbucks,AK,US,-149.95,61.15
Starbucks,AK,US,-149.98,61.17
Starbucks,AK,US,-149.92,61.19
Starbucks,AK,US,-149.74,61.23
Starbucks,AK,US,-149.89,61.22
Starbucks,AK,US,-149.57,61.32
Starbucks,AK,US,-149.57,61.33
Starbucks,AK,US,-149.55,61.35
Starbucks,AK,US,-147.81,64.84
Starbucks,AK,US,-147.7,64.85
Starbucks,AK,US,-147.82,64.84
Starbucks,AK,US,-147.87,64.82
Starbucks,AK,US,-147.69,64.85
Starbucks,AK,US,-149.68,61.26
Starbucks,AK,US,-147.65,64.83
Starbucks,AK,US,-151.54,59.64
Starbucks,AK,US,-134.55,58.36
Starbucks,AK,US,-134.56,58.36
Starbucks,AK,US,-131.67,55.35
Starbucks,AK,US,-152.37,57.81
Starbucks,AK,US,-147.35,64.76
Starbucks,AK,US,-149.13,61.6
Starbucks,AK,US,-149.12,61.6
Starbucks,AK,US,-149.43,60.13
Starbucks,AK,US,-151.05,60.49
Starbucks,AK,US,-151.07,60.48
Starbucks,AK,US,-149.41,61.58
Starbucks,AK,US,-149.44,61.58
Starbucks,AK,US,-149.41,61.58
Starbucks,AK,US,-149.41,61.58
Starbucks,AL,US,-86.81,33.23
Starbucks,AL,US,-86.8,33.22
Starbucks,AL,US,-86.83,33.21
Starbucks,AL,US,-86.95,34.78
Starbucks,AL,US,-85.46,32.61
Starbucks,AL,US,-85.48,32.61
Starbucks,AL,US,-85.49,32.6
Starbucks,AL,US,-86.93,33.33
Starbucks,AL,US,-86.71,33.43
Starbucks,AL,US,-86.72,33.53
Starbucks,AL,US,-86.8,33.51
Starbucks,AL,US,-86.75,33.56
Starbucks,AL,US,-86.83,33.45
Starbucks,AL,US,-86.67,33.42
Starbucks,AL,US,-86.78,33.46
Starbucks,AL,US,-86.81,33.5
Starbucks,AL,US,-86.81,33.5
Starbucks,AL,US,-86.8,33.51
Starbucks,AL,US,-86.75,33.56
Starbucks,AL,US,-86.79,33.51
Starbucks,AL,US,-86.81,33.4
Starbucks,AL,US,-86.81,33.37
Starbucks,AL,US,-86.8,33.5
Starbucks,AL,US,-86.64,33.6
Starbucks,AL,US,-86.84,34.15
Starbucks,AL,US,-87.91,30.65
Starbucks,AL,US,-86.96,34.59
Starbucks,AL,US,-87,34.56
Starbucks,AL,US,-85.45,31.27
Starbucks,AL,US,-87.68,34.8
Starbucks,AL,US,-87.64,34.84
Starbucks,AL,US,-87.68,30.38
Starbucks,AL,US,-86.81,33.61
Starbucks,AL,US,-86.08,33.99
Starbucks,AL,US,-86.82,33.65
Starbucks,AL,US,-87.68,30.3
Starbucks,AL,US,-86.77,33.47
Starbucks,AL,US,-86.85,33.36
Starbucks,AL,US,-86.7,33.42
Starbucks,AL,US,-86.83,33.4
Starbucks,AL,US,-86.81,33.38
Starbucks,AL,US,-86.59,34.77
Starbucks,AL,US,-86.55,34.68
Starbucks,AL,US,-86.57,34.69
Starbucks,AL,US,-86.58,34.72
Starbucks,AL,US,-86.71,34.75
Starbucks,AL,US,-86.68,34.74
Starbucks,AL,US,-86.6,34.74
Starbucks,AL,US,-86.74,34.75
Starbucks,AL,US,-86.75,34.71
Starbucks,AL,US,-86.76,34.75
Starbucks,AL,US,-88.18,30.7
Starbucks,AL,US,-88.12,30.68
Starbucks,AL,US,-88.12,30.67
Starbucks,AL,US,-88.12,30.65
Starbucks,AL,US,-88.23,30.67
Starbucks,AL,US,-88.07,30.68
Starbucks,AL,US,-88.23,30.68
Starbucks,AL,US,-88.19,30.66
Starbucks,AL,US,-88.14,30.68
Starbucks,AL,US,-88.13,30.7
Starbucks,AL,US,-86.18,32.38
Starbucks,AL,US,-86.16,32.36
Starbucks,AL,US,-86.22,32.36
Starbucks,AL,US,-86.26,32.35
Starbucks,AL,US,-86.17,32.36
Starbucks,AL,US,-86.18,32.34
Starbucks,AL,US,-86.77,33.48
Starbucks,AL,US,-85.41,32.62
Starbucks,AL,US,-85.37,32.64
Starbucks,AL,US,-85.4,32.62
Starbucks,AL,US,-87.59,30.27
Starbucks,AL,US,-85.78,33.61
Starbucks,AL,US,-85.83,33.61
Starbucks,AL,US,-86.39,32.46
Starbucks,AL,US,-86.43,32.47
Starbucks,AL,US,-87.85,30.67
Starbucks,AL,US,-86.65,33.6
Starbucks,AL,US,-87.55,33.21
Starbucks,AL,US,-87.53,33.2
Starbucks,AL,US,-87.51,33.2
Starbucks,AL,US,-87.55,33.21
Starbucks,AL,US,-86.74,33.46
Starbucks,AL,US,-86.79,33.45
Starbucks,AR,US,-93.06,34.13
Starbucks,AR,US,-92.53,34.61
Starbucks,AR,US,-92.62,34.61
Starbucks,AR,US,-94.21,36.36
Starbucks,AR,US,-94.2,36.34
Starbucks,AR,US,-94.25,36.36
Starbucks,AR,US,-92.53,34.6
Starbucks,AR,US,-92.42,35.09
Starbucks,AR,US,-92.45,35.08
Starbucks,AR,US,-92.39,35.08
Starbucks,AR,US,-92.44,35.11
Starbucks,AR,US,-94.18,36.07
Starbucks,AR,US,-94.19,36.06
Starbucks,AR,US,-94.21,36.08
Starbucks,AR,US,-94.15,36.12
Starbucks,AR,US,-94.36,35.36
Starbucks,AR,US,-94.39,35.34
Starbucks,AR,US,-94.35,35.35
Starbucks,AR,US,-93.06,34.46
Starbucks,AR,US,-92.11,34.89
Starbucks,AR,US,-90.67,35.82
Starbucks,AR,US,-90.68,35.84
Starbucks,AR,US,-90.71,35.82
Starbucks,AR,US,-90.67,35.82
Starbucks,AR,US,-92.41,34.66
Starbucks,AR,US,-92.27,34.75
Starbucks,AR,US,-92.4,34.75
Starbucks,AR,US,-92.38,34.76
Starbucks,AR,US,-92.36,34.77
Starbucks,AR,US,-92.22,34.73
Starbucks,AR,US,-92.22,34.73
Starbucks,AR,US,-92.34,34.75
Starbucks,AR,US,-92.45,34.76
Starbucks,AR,US,-92.34,34.75
Starbucks,AR,US,-92.28,34.74
Starbucks,AR,US,-92.34,34.77
Starbucks,AR,US,-92.41,34.75
Starbucks,AR,US,-92.42,34.8
Starbucks,AR,US,-92.4,34.77
Starbucks,AR,US,-92.15,34.9
Starbucks,AR,US,-92.4,34.85
Starbucks,AR,US,-92.37,36.35
Starbucks,AR,US,-92.23,34.82
Starbucks,AR,US,-92.25,34.8
Starbucks,AR,US,-94.18,36.33
Starbucks,AR,US,-94.17,36.3
Starbucks,AR,US,-94.15,36.28
Starbucks,AR,US,-94.18,36.31
Starbucks,AR,US,-93.11,35.28
Starbucks,AR,US,-91.73,35.25
Starbucks,AR,US,-91.69,35.25
Starbucks,AR,US,-94.18,36.18
Starbucks,AR,US,-94.04,33.46
Starbucks,AR,US,-94.36,35.47
Starbucks,AZ,US,-112.13,33.84
Starbucks,AZ,US,-112.14,33.87
Starbucks,AZ,US,-112.13,33.84
Starbucks,AZ,US,-111.55,33.41
Starbucks,AZ,US,-111.57,33.42
Starbucks,AZ,US,-112.34,33.46
Starbucks,AZ,US,-112.28,33.46
Starbucks,AZ,US,-112.31,33.43
Starbucks,AZ,US,-112.29,33.49
Starbucks,AZ,US,-110.31,31.97
Starbucks,AZ,US,-109.92,31.4
Starbucks,AZ,US,-112.56,33.43
Starbucks,AZ,US,-114.59,35.12
Starbucks,AZ,US,-114.59,35.05
Starbucks,AZ,US,-111.88,34.58
Starbucks,AZ,US,-111.86,34.57
Starbucks,AZ,US,-111.92,33.82
Starbucks,AZ,US,-111.74,32.9
Starbucks,AZ,US,-111.72,32.88
Starbucks,AZ,US,-111.76,32.93
Starbucks,AZ,US,-111.98,33.8
Starbucks,AZ,US,-111.97,33.8
Starbucks,AZ,US,-111.99,33.75
Starbucks,AZ,US,-111.8,33.22
Starbucks,AZ,US,-111.89,33.32
Starbucks,AZ,US,-111.86,33.35
Starbucks,AZ,US,-111.9,33.3
Starbucks,AZ,US,-111.79,33.25
Starbucks,AZ,US,-111.84,33.25
Starbucks,AZ,US,-111.86,33.23
Starbucks,AZ,US,-111.95,33.31
Starbucks,AZ,US,-111.79,33.23
Starbucks,AZ,US,-111.73,33.22
Starbucks,AZ,US,-111.82,33.32
Starbucks,AZ,US,-111.88,33.3
Starbucks,AZ,US,-111.86,33.31
Starbucks,AZ,US,-111.9,33.3
Starbucks,AZ,US,-111.91,33.32
Starbucks,AZ,US,-111.84,33.29
Starbucks,AZ,US,-111.84,33.25
Starbucks,AZ,US,-111.86,33.26
Starbucks,AZ,US,-111.79,33.23
Starbucks,AZ,US,-111.86,33.28
Starbucks,AZ,US,-111.79,33.22
Starbucks,AZ,US,-111.86,33.3
Starbucks,AZ,US,-111.97,33.32
Starbucks,AZ,US,-111.93,33.32
Starbucks,AZ,US,-111.93,33.3
Starbucks,AZ,US,-111.88,33.34
Starbucks,AZ,US,-112.45,34.76
Starbucks,AZ,US,-111.52,32.99
Starbucks,AZ,US,-112.01,34.73
Starbucks,AZ,US,-111.62,35.22
Starbucks,AZ,US,-111.67,35.18
Starbucks,AZ,US,-111.66,35.19
Starbucks,AZ,US,-111.65,35.18
Starbucks,AZ,US,-111.66,35.19
Starbucks,AZ,US,-111.66,35.19
Starbucks,AZ,US,-111.58,35.23
Starbucks,AZ,US,-111.63,35.2
Starbucks,AZ,US,-111.66,35.18
Starbucks,AZ,US,-111.63,35.19
Starbucks,AZ,US,-111.49,33.06
Starbucks,AZ,US,-110.36,31.55
Starbucks,AZ,US,-114.6,35.02
Starbucks,AZ,US,-114.6,35.02
Starbucks,AZ,US,-111.73,33.61
Starbucks,AZ,US,-111.73,33.61
Starbucks,AZ,US,-111.72,33.57
Starbucks,AZ,US,-111.79,33.28
Starbucks,AZ,US,-111.72,33.29
Starbucks,AZ,US,-111.74,33.3
Starbucks,AZ,US,-111.79,33.3
Starbucks,AZ,US,-111.81,33.34
Starbucks,AZ,US,-111.81,33.33
Starbucks,AZ,US,-111.72,33.29
Starbucks,AZ,US,-111.75,33.33
Starbucks,AZ,US,-111.79,33.38
Starbucks,AZ,US,-111.72,33.38
Starbucks,AZ,US,-111.76,33.33
Starbucks,AZ,US,-111.79,33.28
Starbucks,AZ,US,-111.76,33.35
Starbucks,AZ,US,-111.69,33.27
Starbucks,AZ,US,-111.72,33.35
Starbucks,AZ,US,-111.81,33.34
Starbucks,AZ,US,-112.15,33.58
Starbucks,AZ,US,-112.2,33.58
Starbucks,AZ,US,-112.23,33.65
Starbucks,AZ,US,-112.19,33.65
Starbucks,AZ,US,-112.16,33.61
Starbucks,AZ,US,-112.2,33.67
Starbucks,AZ,US,-112.14,33.71
Starbucks,AZ,US,-112.36,33.54
Starbucks,AZ,US,-112.22,33.67
Starbucks,AZ,US,-112.2,33.67
Starbucks,AZ,US,-112.17,33.6
Starbucks,AZ,US,-112.18,33.61
Starbucks,AZ,US,-112.19,33.61
Starbucks,AZ,US,-112.23,33.64
Starbucks,AZ,US,-112.19,33.67
Starbucks,AZ,US,-112.15,33.64
Starbucks,AZ,US,-112.14,33.71
Starbucks,AZ,US,-111.47,33.37
Starbucks,AZ,US,-112.41,33.44
Starbucks,AZ,US,-112.4,33.46
Starbucks,AZ,US,-112.39,33.45
Starbucks,AZ,US,-112.34,33.47
Starbucks,AZ,US,-112.36,33.49
Starbucks,AZ,US,-112.36,33.46
Starbucks,AZ,US,-112.42,33.36
Starbucks,AZ,US,-111,31.85
Starbucks,AZ,US,-111.69,33.33
Starbucks,AZ,US,-114.04,35.23
Starbucks,AZ,US,-114.04,35.21
Starbucks,AZ,US,-114.04,35.24
Starbucks,AZ,US,-114.34,34.47
Starbucks,AZ,US,-114.34,34.47
Starbucks,AZ,US,-114.32,34.48
Starbucks,AZ,US,-114.28,34.46
Starbucks,AZ,US,-109.96,34.14
Starbucks,AZ,US,-112.17,33.38
Starbucks,AZ,US,-112.17,33.38
Starbucks,AZ,US,-112.17,33.38
Starbucks,AZ,US,-112.34,33.51
Starbucks,AZ,US,-112.34,33.51
Starbucks,AZ,US,-112.37,33.51
Starbucks,AZ,US,-112.36,33.51
Starbucks,AZ,US,-111.1,32.37
Starbucks,AZ,US,-111.3,32.41
Starbucks,AZ,US,-111.14,32.37
Starbucks,AZ,US,-111.05,32.34
Starbucks,AZ,US,-111.05,32.34
Starbucks,AZ,US,-112.04,33.07
Starbucks,AZ,US,-112.2,33.07
Starbucks,AZ,US,-112.05,33.07
Starbucks,AZ,US,-111.84,33.38
Starbucks,AZ,US,-111.86,33.39
Starbucks,AZ,US,-111.69,33.41
Starbucks,AZ,US,-111.68,33.47
Starbucks,AZ,US,-111.75,33.38
Starbucks,AZ,US,-111.79,33.38
Starbucks,AZ,US,-111.87,33.43
Starbucks,AZ,US,-111.73,33.45
Starbucks,AZ,US,-111.68,33.47
Starbucks,AZ,US,-111.88,33.36
Starbucks,AZ,US,-111.64,33.38
Starbucks,AZ,US,-111.75,33.39
Starbucks,AZ,US,-111.63,33.44
Starbucks,AZ,US,-111.77,33.42
Starbucks,AZ,US,-111.8,33.38
Starbucks,AZ,US,-111.87,33.42
Starbucks,AZ,US,-111.73,33.42
Starbucks,AZ,US,-111.86,33.38
Starbucks,AZ,US,-111.69,33.32
Starbucks,AZ,US,-111.86,33.39
Starbucks,AZ,US,-111.86,33.36
Starbucks,AZ,US,-111.88,33.43
Starbucks,AZ,US,-111.63,33.41
Starbucks,AZ,US,-111.64,33.4
Starbucks,AZ,US,-111.74,33.38
Starbucks,AZ,US,-111.6,33.38
Starbucks,AZ,US,-111.7,33.45
Starbucks,AZ,US,-111.68,33.39
Starbucks,AZ,US,-111.68,33.46
Starbucks,AZ,US,-111.69,33.38
Starbucks,AZ,US,-111.64,33.38
Starbucks,AZ,US,-111.75,33.39
Starbucks,AZ,US,-111.8,33.45
Starbucks,AZ,US,-111.87,33.38
Starbucks,AZ,US,-111.68,33.31
Starbucks,AZ,US,-111.8,33.45
Starbucks,AZ,US,-111.6,33.38
Starbucks,AZ,US,-110.87,33.4
Starbucks,AZ,US,-109.33,33.05
Starbucks,AZ,US,-110.94,31.37
Starbucks,AZ,US,-110.94,31.37
Starbucks,AZ,US,-110.96,32.4
Starbucks,AZ,US,-110.96,32.43
Starbucks,AZ,US,-110.96,32.4
Starbucks,AZ,US,-111,32.4
Starbucks,AZ,US,-111.46,36.92
Starbucks,AZ,US,-114.28,34.15
Starbucks,AZ,US,-111.32,34.24
Starbucks,AZ,US,-111.31,34.25
Starbucks,AZ,US,-112.22,33.61
Starbucks,AZ,US,-112.24,33.68
Starbucks,AZ,US,-112.27,33.71
Starbucks,AZ,US,-112.23,33.64
Starbucks,AZ,US,-112.24,33.68
Starbucks,AZ,US,-112.29,33.56
Starbucks,AZ,US,-112.27,33.71
Starbucks,AZ,US,-112.27,33.71
Starbucks,AZ,US,-112.28,33.67
Starbucks,AZ,US,-112.23,33.64
Starbucks,AZ,US,-112.26,33.72
Starbucks,AZ,US,-112.03,33.51
Starbucks,AZ,US,-111.98,33.58
Starbucks,AZ,US,-112.07,33.64
Starbucks,AZ,US,-112,33.44
Starbucks,AZ,US,-112.12,33.67
Starbucks,AZ,US,-112.24,33.51
Starbucks,AZ,US,-111.99,33.76
Starbucks,AZ,US,-112.01,33.48
Starbucks,AZ,US,-112.05,33.31
Starbucks,AZ,US,-112.15,33.57
Starbucks,AZ,US,-112.04,33.51
Starbucks,AZ,US,-111.98,33.68
Starbucks,AZ,US,-112.11,33.48
Starbucks,AZ,US,-112.01,33.44
Starbucks,AZ,US,-112.07,33.47
Starbucks,AZ,US,-112.1,33.54
Starbucks,AZ,US,-112.07,33.64
Starbucks,AZ,US,-112.1,33.61
Starbucks,AZ,US,-112.12,33.67
Starbucks,AZ,US,-112.03,33.38
Starbucks,AZ,US,-112.08,33.47
Starbucks,AZ,US,-112.06,33.54
Starbucks,AZ,US,-111.88,33.58
Starbucks,AZ,US,-112.11,33.71
Starbucks,AZ,US,-112.28,33.51
Starbucks,AZ,US,-112.15,33.61
Starbucks,AZ,US,-111.98,33.5
Starbucks,AZ,US,-112.12,33.64
Starbucks,AZ,US,-111.97,33.31
Starbucks,AZ,US,-111.97,33.68
Starbucks,AZ,US,-112.01,33.44
Starbucks,AZ,US,-112.01,33.51
Starbucks,AZ,US,-111.98,33.6
Starbucks,AZ,US,-112.01,33.53
Starbucks,AZ,US,-112.08,33.48
Starbucks,AZ,US,-112.08,33.51
Starbucks,AZ,US,-112.01,33.64
Starbucks,AZ,US,-112.2,33.71
Starbucks,AZ,US,-111.97,33.68
Starbucks,AZ,US,-111.97,33.68
Starbucks,AZ,US,-112.07,33.64
Starbucks,AZ,US,-112.01,33.64
Starbucks,AZ,US,-112.05,33.51
Starbucks,AZ,US,-112.12,33.67
Starbucks,AZ,US,-111.98,33.3
Starbucks,AZ,US,-112.1,33.38
Starbucks,AZ,US,-112,33.3
Starbucks,AZ,US,-112.01,33.44
Starbucks,AZ,US,-111.98,33.6
Starbucks,AZ,US,-112.07,33.45
Starbucks,AZ,US,-112.02,33.48
Starbucks,AZ,US,-111.99,33.48
Starbucks,AZ,US,-112.22,33.48
Starbucks,AZ,US,-111.98,33.58
Starbucks,AZ,US,-112.25,33.48
Starbucks,AZ,US,-112,33.63
Starbucks,AZ,US,-112.13,33.64
Starbucks,AZ,US,-111.94,33.62
Starbucks,AZ,US,-111.98,33.33
Starbucks,AZ,US,-112.03,33.65
Starbucks,AZ,US,-112.05,33.64
Starbucks,AZ,US,-112.06,33.64
Starbucks,AZ,US,-112.03,33.38
Starbucks,AZ,US,-112.07,33.49
Starbucks,AZ,US,-111.98,33.48
Starbucks,AZ,US,-112.02,33.5
Starbucks,AZ,US,-112.01,33.44
Starbucks,AZ,US,-112.07,33.61
Starbucks,AZ,US,-111.96,33.49
Starbucks,AZ,US,-111.98,33.58
Starbucks,AZ,US,-111.99,33.5
Starbucks,AZ,US,-112.13,33.55
Starbucks,AZ,US,-112.01,33.61
Starbucks,AZ,US,-112.09,33.52
Starbucks,AZ,US,-112.07,33.61
Starbucks,AZ,US,-111.98,33.61
Starbucks,AZ,US,-112.08,33.51
Starbucks,AZ,US,-112.05,33.39
Starbucks,AZ,US,-112.15,33.6
Starbucks,AZ,US,-112.01,33.32
Starbucks,AZ,US,-112.29,33.64
Starbucks,AZ,US,-112.07,33.45
Starbucks,AZ,US,-112.07,33.45
Starbucks,AZ,US,-112.22,33.47
Starbucks,AZ,US,-112.11,33.71
Starbucks,AZ,US,-112.06,33.52
Starbucks,AZ,US,-112.11,33.55
Starbucks,AZ,US,-112.03,33.51
Starbucks,AZ,US,-112.07,33.47
Starbucks,AZ,US,-111.98,33.35
Starbucks,AZ,US,-112.07,33.45
Starbucks,AZ,US,-111.99,33.61
Starbucks,AZ,US,-112.05,33.52
Starbucks,AZ,US,-112.13,33.52
Starbucks,AZ,US,-111.99,33.6
Starbucks,AZ,US,-112.08,33.52
Starbucks,AZ,US,-112.08,33.48
Starbucks,AZ,US,-112.08,33.49
Starbucks,AZ,US,-111.98,33.64
Starbucks,AZ,US,-111.93,33.62
Starbucks,AZ,US,-111.93,33.66
Starbucks,AZ,US,-112.27,33.42
Starbucks,AZ,US,-112.13,33.8
Starbucks,AZ,US,-112.13,33.58
Starbucks,AZ,US,-112.43,34.55
Starbucks,AZ,US,-112.48,34.55
Starbucks,AZ,US,-112.47,34.55
Starbucks,AZ,US,-112.47,34.53
Starbucks,AZ,US,-112.46,34.6
Starbucks,AZ,US,-112.48,34.56
Starbucks,AZ,US,-112.49,34.56
Starbucks,AZ,US,-112.34,34.59
Starbucks,AZ,US,-112.34,34.59
Starbucks,AZ,US,-112.33,34.59
Starbucks,AZ,US,-111.58,33.18
Starbucks,AZ,US,-111.57,33.22
Starbucks,AZ,US,-111.68,33.28
Starbucks,AZ,US,-111.68,33.26
Starbucks,AZ,US,-111.69,33.23
Starbucks,AZ,US,-111.64,33.26
Starbucks,AZ,US,-111.56,33.16
Starbucks,AZ,US,-110.99,31.9
Starbucks,AZ,US,-110.99,31.96
Starbucks,AZ,US,-111.87,33.62
Starbucks,AZ,US,-111.93,33.49
Starbucks,AZ,US,-111.93,33.48
Starbucks,AZ,US,-111.91,33.49
Starbucks,AZ,US,-111.89,33.7
Starbucks,AZ,US,-111.92,33.53
Starbucks,AZ,US,-111.89,33.63
Starbucks,AZ,US,-111.92,33.78
Starbucks,AZ,US,-111.92,33.58
Starbucks,AZ,US,-111.86,33.64
Starbucks,AZ,US,-111.94,33.62
Starbucks,AZ,US,-111.93,33.5
Starbucks,AZ,US,-111.93,33.49
Starbucks,AZ,US,-111.89,33.68
Starbucks,AZ,US,-111.88,33.62
Starbucks,AZ,US,-111.91,33.49
Starbucks,AZ,US,-111.89,33.57
Starbucks,AZ,US,-111.96,33.54
Starbucks,AZ,US,-111.91,33.51
Starbucks,AZ,US,-111.84,33.59
Starbucks,AZ,US,-111.89,33.54
Starbucks,AZ,US,-111.89,33.63
Starbucks,AZ,US,-111.93,33.61
Starbucks,AZ,US,-111.89,33.54
Starbucks,AZ,US,-111.98,33.63
Starbucks,AZ,US,-111.91,33.67
Starbucks,AZ,US,-111.9,33.67
Starbucks,AZ,US,-111.92,33.7
Starbucks,AZ,US,-111.89,33.62
Starbucks,AZ,US,-111.93,33.58
Starbucks,AZ,US,-111.92,33.78
Starbucks,AZ,US,-111.92,33.7
Starbucks,AZ,US,-111.92,33.78
Starbucks,AZ,US,-111.93,33.5
Starbucks,AZ,US,-111.91,33.54
Starbucks,AZ,US,-111.91,33.47
Starbucks,AZ,US,-111.88,33.58
Starbucks,AZ,US,-111.83,33.59
Starbucks,AZ,US,-111.93,33.54
Starbucks,AZ,US,-111.76,34.87
Starbucks,AZ,US,-111.8,34.86
Starbucks,AZ,US,-111.79,34.86
Starbucks,AZ,US,-111.8,34.87
Starbucks,AZ,US,-110.05,34.25
Starbucks,AZ,US,-110.26,31.56
Starbucks,AZ,US,-110.26,31.55
Starbucks,AZ,US,-110.28,31.56
Starbucks,AZ,US,-112.29,33.6
Starbucks,AZ,US,-112.28,33.64
Starbucks,AZ,US,-112.29,33.6
Starbucks,AZ,US,-112.36,33.67
Starbucks,AZ,US,-112.35,33.66
Starbucks,AZ,US,-112.37,33.66
Starbucks,AZ,US,-112.4,33.64
Starbucks,AZ,US,-112.39,33.61
Starbucks,AZ,US,-112.37,33.66
Starbucks,AZ,US,-112.43,33.64
Starbucks,AZ,US,-112.36,33.61
Starbucks,AZ,US,-112.35,33.64
Starbucks,AZ,US,-112.39,33.64
Starbucks,AZ,US,-112.43,33.62
Starbucks,AZ,US,-112.36,33.61
Starbucks,AZ,US,-111.96,33.38
Starbucks,AZ,US,-111.93,33.45
Starbucks,AZ,US,-111.93,33.42
Starbucks,AZ,US,-111.95,33.42
Starbucks,AZ,US,-111.94,33.43
Starbucks,AZ,US,-111.93,33.42
Starbucks,AZ,US,-111.96,33.44
Starbucks,AZ,US,-111.93,33.42
Starbucks,AZ,US,-111.94,33.43
Starbucks,AZ,US,-111.93,33.43
Starbucks,AZ,US,-111.97,33.41
Starbucks,AZ,US,-111.96,33.35
Starbucks,AZ,US,-111.93,33.38
Starbucks,AZ,US,-111.91,33.33
Starbucks,AZ,US,-111.93,33.39
Starbucks,AZ,US,-111.93,33.42
Starbucks,AZ,US,-111.93,33.41
Starbucks,AZ,US,-111.93,33.41
Starbucks,AZ,US,-111.91,33.38
Starbucks,AZ,US,-111.91,33.36
Starbucks,AZ,US,-111.93,33.36
Starbucks,AZ,US,-111.94,33.42
Starbucks,AZ,US,-111.93,33.42
Starbucks,AZ,US,-111.93,33.32
Starbucks,AZ,US,-111.91,33.39
Starbucks,AZ,US,-111.93,33.38
Starbucks,AZ,US,-111.91,33.35
Starbucks,AZ,US,-111.91,33.36
Starbucks,AZ,US,-111.91,33.43
Starbucks,AZ,US,-109.74,32.84
Starbucks,AZ,US,-112.27,33.42
Starbucks,AZ,US,-111.09,32.13
Starbucks,AZ,US,-110.77,32.22
Starbucks,AZ,US,-110.94,32.22
Starbucks,AZ,US,-110.92,32.22
Starbucks,AZ,US,-110.84,32.22
Starbucks,AZ,US,-110.86,32.19
Starbucks,AZ,US,-110.86,32.22
Starbucks,AZ,US,-110.86,32.24
Starbucks,AZ,US,-110.98,32.32
Starbucks,AZ,US,-111,32.3
Starbucks,AZ,US,-110.8,32.12
Starbucks,AZ,US,-111,32.24
Starbucks,AZ,US,-110.97,32.29
Starbucks,AZ,US,-110.89,32.25
Starbucks,AZ,US,-110.83,32.23
Starbucks,AZ,US,-110.89,32.31
Starbucks,AZ,US,-111.01,32.31
Starbucks,AZ,US,-110.91,32.22
Starbucks,AZ,US,-110.84,32.25
Starbucks,AZ,US,-110.99,32.16
Starbucks,AZ,US,-111.01,32.34
Starbucks,AZ,US,-110.95,32.27
Starbucks,AZ,US,-110.94,32.29
Starbucks,AZ,US,-110.93,32.32
Starbucks,AZ,US,-110.95,32.18
Starbucks,AZ,US,-110.97,32.29
Starbucks,AZ,US,-110.89,32.27
Starbucks,AZ,US,-110.79,32.19
Starbucks,AZ,US,-110.97,32.3
Starbucks,AZ,US,-110.89,32.31
Starbucks,AZ,US,-111.01,32.13
Starbucks,AZ,US,-111.03,32.14
Starbucks,AZ,US,-111.05,32.21
Starbucks,AZ,US,-111.05,32.34
Starbucks,AZ,US,-111.09,32.36
Starbucks,AZ,US,-110.79,32.21
Starbucks,AZ,US,-110.92,32.48
Starbucks,AZ,US,-110.95,32.23
Starbucks,AZ,US,-110.79,32.21
Starbucks,AZ,US,-111,32.23
Starbucks,AZ,US,-110.77,32.22
Starbucks,AZ,US,-110.77,32.11
Starbucks,AZ,US,-110.93,32.24
Starbucks,AZ,US,-110.96,32.25
Starbucks,AZ,US,-110.96,32.23
Starbucks,AZ,US,-110.87,32.22
Starbucks,AZ,US,-110.82,32.24
Starbucks,AZ,US,-110.95,32.23
Starbucks,AZ,US,-110.89,32.25
Starbucks,AZ,US,-110.97,32.3
Starbucks,AZ,US,-110.84,32.21
Starbucks,AZ,US,-110.89,32.31
Starbucks,AZ,US,-110.84,32.25
Starbucks,AZ,US,-110.98,32.28
Starbucks,AZ,US,-110.97,32.34
Starbucks,AZ,US,-110.94,32.22
Starbucks,AZ,US,-110.99,32.16
Starbucks,AZ,US,-112.77,33.96
Starbucks,AZ,US,-109.84,32.26
Starbucks,AZ,US,-112.19,35.25
Starbucks,AZ,US,-114.61,32.7
Starbucks,AZ,US,-114.49,32.63
Starbucks,AZ,US,-114.41,32.66
Starbucks,AZ,US,-114.65,32.68
Starbucks,AZ,US,-114.62,32.67
Starbucks,AZ,US,-114.6,32.7
Starbucks,AZ,US,-114.44,32.67
Starbucks,AZ,US,-114.65,32.68
Starbucks,CA,US,-117.4,34.51
Starbucks,CA,US,-118.76,34.16
Starbucks,CA,US,-118.76,34.15
Starbucks,CA,US,-117.75,33.87
Starbucks,CA,US,-122.28,37.79
Starbucks,CA,US,-122.24,37.76
Starbucks,CA,US,-122.28,37.78
Starbucks,CA,US,-122.25,37.76
Starbucks,CA,US,-122.23,37.77
Starbucks,CA,US,-122.28,37.78
Starbucks,CA,US,-122.25,37.76
